Document,Topic
bayar lancar utang bangun jis pusat rugi kelola jis 01 now tonton kampanye akbar bayar 2m konser2 kayak dewa lain janji bikin stadion pinjam duit gubernur jakarta janji janji bangun stadion janji doang cari ,12
dukung 01 sayang cuit beliau hapus mbak tap heran marga candai singgung konstitusi candai dukung,3
twit komen adem coba komen isi dukung 01 kolom komen rusuh,-1
mention abang bot 01 coba,127
01 menang tamat riwayat,5
bicara kayak 01 bicara gede,4
kak prabowo calon presiden nyalurin hobi pilih 01,0
gerombol arah 01,2
tipikal dukung 01 beda  banget anies kenal kenal rekam jejak,123
contoh peristiwa kampanye 01 hadir massa hasil survei saji banding balik curang dilembaga2 survei kredible nyata,38
ngomong-ngomong  kakak kiky condong 01 puji tolong beda pilih ngutarain ketidaksukaan ujar kehencian yangfunn,3
sultan enak makan tidur kejar tayang 01 menang menang endgame raja,5
sadar om pincent dukung 01,2
inap rumah warga sila hubung partai dukung 01 dicariin,142
pakai pulang pergi bendera close minded otak situ berkembang2 takut cap dajjal pilih 01 uh diam bacot salah,106
lihat calon presiden 01 konsisten omong heran dukung,0
umum salah alas pil 01,-1
gilir pasang calon 01 kasih izin pasuruan badan awas pilih turun tangan,108
orang madura ayo ajak saudara saudara mu rantau pilih 01,-1
ganjar serang wadas dukung suruh jokowi selesai pilih coba warga jakarta zaman anies kayak warga wadas gebugin isilop psi turun jalan,82
erick tohir ikut kampanye pilih amin 01,12
kayak bela kacau hati hati  dukung 01,4
keluarga gue keluarga gue keluarga gue ramai ramai 01 kampanye ezy pezy dizzy,12
pilih 01 tah,23
hemat biar 01 menang,5
orang waras wajib pilih amin 01,31
visi misi bilang janji manis janji manis paslonmu ambil visi misi pasang calon kah anies wujud kerja jakarta bilang janji doang jin sebut ban 01 visi misi cek,-1
cermin calon presiden dukung 01 lihat kayak pakai data,133
analisa dukung amin masif sebar 01 menang kalah,-1
bagus deh pilih 01 kubu buzzer kampang,12
syukur tuhan ibadah ditakdirin dukung 01 ,-1
hem okee usaha bagus pilih 01,-1
01 pimpin rakyat pimpin panggung hibur dana bikin panggung wajar uang rakyat gendutin  tuan,-1
bela  ini nama apresiasi seni kemarin tulis bikin thread bilang apresiasi takut dukung anies acara taraf inter khusus daerah khusus ibukota,-1
tipikal mayoritas dukung 01 mekso pilihane adik,123
alas 01 menang alas teologis lihat rekam jejak anies jalan kayak dimudahin tuhan panggil komisi berantas korupsi 19x bukti ajaib tau feeling jalan presiden dimudahin,0
anies netral infrastruktur negara rakyat kelompok orang,-1
anies jaga moral bangsa bangkit kampus,-1
anies nurani gerak kampus,115
bayang  01 begini warga twitter reaksi sehat sehat mbak,27
seniman condong 01 calon presiden mengahargai karya karya anak bangsa,0
debat data salah aku akademik otak palsu karakter munafik biang isu bohong main tabrak atur kampanye masjid libat anak anak jongos asing khianat negara tk tipu hasut captes 01,8
fii amanillah moga selamat jakarta gabung simpatisan 01 bravo,-1
selamat pagi selamat pekan sedulur2ku calon presiden anies respon dukung alumni gontor energi positif,-1
ridwan kamil bilang data pilih 01 jabar didik anggap rasional,44
kaum maki 01 parah anjing main korban banget mbak hamil,68
nomor 01 beda,2
anjing fanatik fanatik bela pasang calon marga jokes  banget keras kepala salah kasihan 01 etika etika,-1
01 presiden elektonik kartu tanda duduk pttmi foot estate dibingkar habis,0
mohon izin hapus kak bahan serang 01 tuju bahan olok,13
terima tawar dukung 01,2
anies kampus dapat,64
kawal menang 01,5
alam istana kali alam nusantara insya allah 01,-1
warning kampus kait proses demokrasi gerak yuk kembali demokrasi rel anies,16
benci program 01,29
bosan lihat orang mari pilih 01 anies muhaimin,-1
kalimat bodoh khas 01,-1
beli agung agung enak kali depan acara bagus dikomen 01 wajar pintar cerdas,25
makan omong 01 duta etika etika tempat depan etika kala depan hukum tegas profesionalitas totalitas tuju skala prioritas ajar deh,37
bang black kampanye pasang calon 01 janji manis fakta hasil anies,12
uang transportasi hati 01,-1
duit embat pilih ayah anies,-1
jelas lempar fitnah  stand up seni hubungannyaa salah stand up mana poin lembut selling 01 larang kiki bawa tuduh gasal,3
 warganet 01 berekasi fakta bongkar ngomong-ngomong soi  botak panggil,30
skenario pilih presiden putar kubu ganjar anies satu tonton gaspol ft eep saefulloh fatah youtube,-1
anies jokowi presiden tunggu pilih presiden henti rakyat,-1
nglindur saudara laki pilih presiden ganjar prabowo anis jokowi megawati ahok mundur dukung ganjar ahok erti taat konstitusi grombolanmu malu,1
orang cerdas waras dukung pilih anies baswedan pilih presiden 2o24 ahmad dhani bilang umat islam dulunya dukung pilih prabowo pilih presiden 2o14 2o19,-1
jaman ngelas kayak pindah pakai alat las portable bikin kerja las mu mudah beli anime one piece pilih presiden amin anis youtube twitter netflix spotify mvs,-1
takdir anies susah pilih presiden ajar sikap kritis rasional pilih presiden kadang learn the hard way tertawa,1
manfaat si handphone samsung galaxy beli anime one piece pilih presiden amin anis youtube twitter netflix spotify mvs mufc,-1
kuasa muas babi buta pilih presiden buruk sejarah anies,1
tuan rakyat milik bumi pertiwi rakyat pilih hamba ketua partai pelihara malu etika anies pilih presiden langgar paman,1
situasi kondisi pilih presiden jorok dorong guru mahasiswa kampus suara pesan bangsa imbau moral anies amin nilai kampus peduli nilai nilai demokrasi,16
pilih anies pilih presiden alas pintar cerdas fakta benar isu agama enak main kampanye pilih presiden retorika,-1
anies tolong banget menang pilih presiden tunjuk janji janji ucap,41
sejati pilih presiden kali tarung prabowo anis,1
biar anies lucu lucu pilih presiden wan geblek kira pintar geblek benar,1
kayak 01  suci teman malaikat jibril,4
nakes  01 visi misi program nakes oke banget,29
 anies anies beda prabowo lawan jokowi pilih presiden perintah bilang prabowo  anies satu aku total serang pokok lawan,1
01 pikir panelis desak anies kalah pilih presiden tinggal video bilang bah pangan murah adu orang taruh harap banget beliau,95
anies aneh pilih presiden main sinema elektronik sutradara produser substansi debat lupa gimmick tonjol,15
pacar beda pilih pilih presiden pacar fix pilih anies cenderung golong putih gemoy lihat laku dukung gemoy tiktok kayak kaum buta fakta bikin malas,1
anies pilih presiden selesai anis game over banyak drama bicara doang gede,-1
moga alir duta coblos akhir hitung hasil pilih presiden amin anies cak,-1
bicara gagal 01 bahas gagal gagal pasang calon lai,-1
inti amuk gaet gibran penting partai gede dulunya jadi jokowi berhala maki fanatik 01,-1
anies  coblos 01,109
pikir kyki meroasting 01,-1
anies cape cape ajar agama eh kunci surga 01 rugi,77
suka lihat 01 seliwer media sosial cih,63
pbb pilih 01,23
pit terima coblos 01 mkmkmk,-1
anies hayee shabnam,64
serang pasang calon 01 nafsu kuasa vindes kalah lucu,13
01 taruh mana muka,-1
isu sosial tara makna luas krusial indonesia gagas otentik pasang calon lepas ubah sikap kritis sistem tata kelola paham leader bismillah anies baswedan,9
kemarin cari cari pasang calon bicara perempuan then there he is anies rasyid baswedan,51
tunggu tunggu sambut mohon kenan diri hadap doktor anies rasyid baswedan tepuk tangan uah,-1
budaya rawat kembang anies rasyid baswedan salut abahh,139
jabat tangan peluk bawa pesan ayah anies rasyid baswedan,-1
bagus program anies rasyid baswedan anies layan masyarakat,62
malam ayah anies pilih menang hati rakyat menang debat we love almost full ayah,17
beasiswa anak guru dosen harga cerdas anak anak bangsa anies rasyid baswedan,-1
sayang kelas menteri badan usaha milik negara paham anies cenderung mempolitisir amin menang badan usaha milik negara kuat jalan sesuai tupoksinya dunia swasta rasa bangun negeri salam ubah,-1
kelas tengah negara hadir anies rasyid baswedan calon presiden perhati kelas tengah jabat gubernur daerah khusus ibukota jakarta anies bantu kelas tengah lupa petinggi,1
dukung anies rasyid baswedan debat anies rasyid baswedan kritis sesuai data,17
ayah anies rasyid baswedan cerdas patah salah ucap,-1
anies bagemana bansos anies bansos penting penting jokowi mati tv,-1
nyala abahkuu anies rasyid baswedan anies,45
terima kasih editor2 handal buka wawas orang moga amal jariyah curah orang orang juang jempol titik keringat penghabisann anis presiden moga terkabull amin,1
anies rasyid baswedan top markotok tema debat perempuan tema lupa komisi pemelihan ri,17
opini anies baswedan positif program bansos plus rakyat wakil penting pribadi ganjar anies terus gagas progam sindir prabowo ekonomi asai gelintir orang apresiasi bahasa isyarat buka,62
tutup ayah anies banget angkara murka kalah baik mari tuips amin indonesia open facebook server,9
bansos jalur birokrasi bagi pinggir jalan sasar anies baswedan bansos sasar ganjar pranowo,145
untung temu anies rasyid baswedan kumpul bareng obrol obrol akrab nikmat cangkir kopi,-1
bansos bantu sosial terima beri anies rasyid baswedan is cooking,-1
negara didik eskalator sosial ekonomi anies rasyid baswedan anies we at stt cipasung agree this wholeheartedly,81
gila merinding dengar pidato tutup mas anies daerah beliau pasti ubah negeri indonesia adil indonesia tara anies baswedan muhaimin iskandar,9
opening closing speech anies kelas perhati kampanye obama kalah kualitas kelas kampanye basis gagas usung amin pilih presiden praktis sirna tuduh politik identitas,74
ibu anies prof aaliyah rasyid baswedan guru fakultas fise uny kuliah pas kuliah manajemen mamak sembarang bicara sembarang,71
beri bansos jalur birokrasi bagi pinggir jalan ayah anies rocks debat calon presiden,15
keluar bidang didik pandang cost pandang investasi pandang investasi indonesia cerdas anies rasyid baswedan,196
cerdas bansos penting anies rasyid baswedan,45
allah beri mudah debat anies rasyid baswedan amin allahumma amin,17
berani jujur bepikir jernih rasional logis pilih h anies rasyid baswedan presiden indonesia,39
desa pencil mana ar baswedan rasyid baswedan mudah mudah cucu presiden anies rasyid baswedan kenan tempurrejo,1
one of the best speech ever suara anies getar betapa tulus mulut,40
 rabi mudah jalan beliau ayah anies rasyid baswedan pimpin jadi indonesia negara baldatun thoyyibatun warobbun ghofur bismillah lil,9
saudara tuna netra kenal wajah anies baswedan tangan anies tuntun tangan wajah,-1
timpang ekonomi bangsa sulit miskin korelasi timpang mampu manusia raih sejahtera mobilitas sosial mas anies sumber,81
anis detail banget didik beliau besar didik didik banget strugglenya erti benah,32
koes senat mahasiswa bentuk kampus terima ugm salah langsung bentuk anies ketua senat ganjar aktif ekstra titik jalan koes diri belakang,-1
anies baswedan klaster warna hijau tanda sentimen positif bangun akun akun profesional anies cenderung netral signifikan akun kontra anies sebab sentimen positif anies,-1
ustaz adi hidayat dukung doa anies kan makna anies,-1
anies jujur ayah keren banget masyaallah ayah semangat debat ayah anies rocks debat calon presiden,15
pimpin track record bersih cerdas wibawa adil welas asih anies,-1
politik anies rasyid baswedan tau kesambet haru nyata beliau adil perempuan hak tenaga didik terima kasih anies rasyid baswedan apa hasil tolong serah indonesia,24
didik investasi jangka jadi negeri cerdas sejahtera didik mulia guru dosen kurang beban administasi anies rasyid baswedan,196
presiden anies rasyid baswedan presiden welas asih kasih sayang rakyat,1
first time erti dunia politik first time ajar demokrasi it si mr anies rasyid baswedan,16
eh sayang banget ayah anies rasyid baswedan,-1
universitas eskalator sosial ekonomi anies baswedan i like this much,81
anies rasyid baswedan salah sosok politik syukur kenal beliau beliau batas gubernur jakarta hak suara pilih jujur,24
mari kelola anugerah tuhan anies rasyid baswedan,-1
terima kasih pilih anies rasyid baswedan gus muhaimin iskandar,51
anies kecimpung jurnalistik  beliau kayak semuaa,50
let him cook anies rasyid baswedan,-1
kakek bang anies wan abdurrahman baswedan lahir surabaya bapak bang anies rasyid baswedan lahir kudus bang anies lahir kuningan pantas bilang yaman,-1
didik ratus anak anak selesai didik tuntas anies rasyid baswedan,51
paling beliau anies rasyid baswedan,45
serah nyata juang harap anies rasyid baswedan,-1
bismillaahi mak allooh visi misi ayah anies rasyid baswedan dasar pasang calon,-1
anies baswedan keren bentuk menteri budaya bansos plus,-1
masya allah ayah anies tidur debat langsung terbang manado sehat badan beliau  allah moga usaha ikthiar allah kabul lampau batas,17
allah tangan anies belang bakar matahari beri kuat ayah allah,-1
anies ganjar kompak sindir distribusi bansos ayah anies rocks debat calon presiden,15
ubah kode ayah anies ayah anies rocks debat calon presiden,15
anies baswedan tara sandang disabilitas masuk akal,-1
kisah anies baswedan host program tanah merdeka televisi republik indonesia wawancara tien soeharto keren banget calon presiden,39
sadar ayat anies ayat baca hadap beliau video 6jt tonton tiktok,35
komitmen anies baswedan sejahtera guru dosen angkat guru honorer guru p3k beasiswa anak guru lain,71
salah anies buka debat bahasa isyarat twit baca beliau wallahu alam pasti beliau concern warga difabel salah timsesnya sandang difabel barakallah fii,17
bantu retweet unduh tiktok app unggah video apa anies tagar bantu like komen postingan,35
insya allah timpang tangan era anies kuasa,-1
anies selesa debat malam langsung on the way  jalan bandara flight makassar acara makassar selesai besok langsung semarang sehat sehat bapakk,-1
ayah bansos penting penting ayah anies rocks debat calon presiden,15
perempuan mulia anies baswedan,45
visi misi program kerja amin buka anies bahasa isyarat ayah anies rocks debat calon presiden,15
closing nyata anies baswedan haru ayo gengsi dukung amin,-1
seru ayah anies tim amin seru syukur alhamdulillah log in deh,-1
anies bansos dibagiinnya pinggir jalan ganjar,-1
anak muda minim alam tawar anak muda tawar karakter ajar teori wejang karakter ajar pakai teladan contoh nyata tanda anies rasyid baswedan,-1
calon presiden anies baswedan tiga visi misi debat calon presiden tema sejahtera sosial budaya didik teknologi informasi sehat ketenagakerjaan sumber daya manusia inklusi,15
anies kutip ayat alquran it si really something sosok butuh indonesia,9
bantu sandang disabilitas charity penuh hak asasi anies rasyid baswedan,-1
anies baswedan satu calon presiden bahas lindung keras perempuan,1
terima kasih ayah anies rawan rakyat indonesia bangga ayah anies juang menang ubah indonesia rawan mas poster bayar ikhlas ubah indonesia,9
arti bahasa isyarat anies baswedan ubah wilayah indonesia,9
allah ria sesak dada tulus dekat jiwa pimpin rabi kali rida kabul mohon jadi anies baswedan pimpin bangsa,-1
kali prabowo ramah anies baswedan hehe,-1
merinding bulu getar badan air mata anies baswedan pidato tutup moga allah subhanahu wa taala tuhan maha esa rida takdir beliau presiden pimpin rakyat bangsa indonesia amin rabi alamin,39
bansos salur penting penting anies baswedan,45
